City_ID,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,santa ana,33.7456,-117.8678,306.74,60,20,7.72,US,1723059646
288,dunedin,-45.8742,170.5036,283.04,68,100,4.21,NZ,1723059363
289,wynyard,-41.0,145.7167,283.47,91,100,3.32,AU,1723059649
290,belyy yar,53.6039,91.3903,290.09,82,0,2.0,RU,1723059650
291,nyurba,63.2842,118.3319,281.9,89,60,1.68,RU,1723059652
292,christchurch,-43.5333,172.6333,283.12,72,100,2.57,NZ,1723059243
293,winnipeg,49.8844,-97.147,294.83,56,75,8.75,CA,1723059655
294,praia da vitoria,38.7333,-27.0667,298.29,65,20,2.87,PT,1723059656
295,xiongzhou,25.1167,114.3,299.44,82,21,1.48,CN,1723059657
296,broken hill,-31.95,141.4333,281.83,74,100,4.56,AU,1723059659
297,talodi,10.6325,30.3797,296.36,90,79,2.07,SD,1723059660
298,superior,46.7208,-92.1041,296.2,62,0,5.14,US,1723059662
299,nago,26.5881,127.9761,302.12,87,42,1.99,JP,1723059663
300,marsh harbour,26.5412,-77.0636,303.61,67,59,6.31,BS,1723059664
301,ozu,33.5,132.55,299.92,82,6,1.56,JP,1723059666
302,wau,7.7029,27.9953,296.42,88,100,1.86,SS,1723059667
303,touros,-5.1989,-35.4608,298.42,76,7,7.48,BR,1723059668
304,cuamba,-14.8031,36.5372,293.68,44,0,1.43,MZ,1723059670
305,acarau,-2.8856,-40.12,300.38,70,4,8.71,BR,1723059671
306,mariehamn,60.0973,19.9348,291.94,94,0,1.03,AX,1723059673
307,tazovsky,67.4667,78.7,282.06,75,100,5.91,RU,1723059674
308,taltal,-25.4,-70.4833,289.04,65,0,3.76,CL,1723059675
309,kamikawa,43.84,142.7711,294.3,100,100,1.25,JP,1723059677
310,chibougamau,49.9168,-74.3659,290.94,52,100,5.14,CA,1723059678
311,saint-pierre,-21.3393,55.4781,291.97,68,0,3.09,RE,1723059679
312,fale old settlement,-9.3852,-171.2468,300.91,73,100,8.39,TK,1723059681
313,queenstown,-31.8976,26.8753,284.92,30,36,2.52,ZA,1723059682
314,kununurra,-15.7667,128.7333,292.14,68,95,2.06,AU,1723059684
315,nova sintra,14.8667,-24.7167,298.73,84,89,6.05,CV,1723059685
316,san bartolo,19.1833,-100.05,291.8,83,100,2.3,MX,1723059686
317,grand-bassam,5.2118,-3.7388,298.13,87,100,4.1,CI,1723059688
318,carnarvon,-24.8667,113.6333,291.29,78,0,4.39,AU,1723059689
319,st. john's,47.5649,-52.7093,294.97,64,100,6.69,CA,1723059691
320,cambria,35.5641,-121.0808,308.28,66,31,2.89,US,1723059692
321,rikaze,29.25,88.8833,287.32,54,100,1.66,CN,1723059693
322,sitka,57.0531,-135.33,288.09,88,40,1.54,US,1723059487
323,senanga,-16.1167,23.2667,291.76,17,1,2.12,ZM,1723059696
324,shimoda,34.6667,138.95,298.76,85,0,0.95,JP,1723059697
325,turkmenbasy,40.0222,52.9552,299.58,83,75,0.0,TM,1723059699
326,kargasok,59.0556,80.8572,284.08,85,39,2.36,RU,1723059700
327,bairnsdale,-37.8333,147.6167,276.51,92,81,2.45,AU,1723059702
328,lepsy,46.235,78.9456,299.35,29,82,3.31,KZ,1723059703
329,pionerskiy,54.9508,20.2275,290.06,77,11,3.6,RU,1723059704
330,temiskaming shores,47.4938,-79.7153,295.04,32,98,1.99,CA,1723059707
331,kittila,67.6647,24.8936,289.23,59,0,2.06,FI,1723059708
332,kinablangan,7.6947,126.5503,297.6,84,100,1.6,PH,1723059710
333,cafayate,-26.073,-65.9761,293.24,14,1,2.57,AR,1723059711
334,noria,32.5167,74.8,301.92,90,24,5.61,IN,1723059712
335,zhanaozen,43.3,52.8,303.08,34,14,8.78,KZ,1723059714
336,sakaiminato,35.55,133.2333,297.11,100,20,1.54,JP,1723059715
337,thabazimbi,-24.5917,27.4116,289.56,29,0,2.02,ZA,1723059717
338,taesal-li,36.9714,126.4542,298.1,92,100,2.39,KR,1723059718
339,gorontalo,0.5412,123.0595,296.74,97,100,1.95,ID,1723059719
340,novyy urgal,51.0736,132.5642,288.08,89,4,1.05,RU,1723059721
341,homer,59.6425,-151.5483,289.15,72,100,8.05,US,1723059722
342,susanville,40.4163,-120.653,306.94,17,55,1.34,US,1723059724
343,kingston,17.997,-76.7936,306.68,66,20,10.29,JM,1723059725
344,veinticinco de mayo,-35.4323,-60.1727,285.36,68,60,1.79,AR,1723059726
345,anori,-3.7728,-61.6442,312.14,21,14,1.08,BR,1723059729
346,cape coast,5.1053,-1.2466,296.87,86,100,6.03,GH,1723059730
347,nemuro,43.3236,145.575,290.79,100,100,4.33,JP,1723059731
348,antonio enes,-16.2325,39.9086,295.36,73,3,3.51,MZ,1723059733
349,yanam,16.7333,82.2167,297.27,95,100,2.52,IN,1723059734
350,merizo village,13.2658,144.6691,301.0,73,100,1.97,GU,1723059735
351,kisangani,0.5167,25.2,298.48,65,44,0.95,CD,1723059737
352,kupang,-10.1667,123.5833,298.47,78,5,4.12,ID,1723059738
353,kavieng,-2.5744,150.7967,300.83,77,12,5.21,PG,1723059740
354,chonchi,-42.6128,-73.8092,284.88,76,34,0.73,CL,1723059741
355,grand falls-windsor,48.9332,-55.6649,292.44,50,99,4.75,CA,1723059742
356,west vero corridor,27.6378,-80.4858,304.83,70,66,5.94,US,1723059744
357,powell river,49.8496,-124.5361,294.92,82,100,3.09,CA,1723059446
358,new plymouth,-39.0667,174.0833,284.15,100,100,8.52,NZ,1723059560
359,tosontsengel,48.7567,98.2839,284.26,59,100,1.05,MN,1723059748
360,coquimbo,-29.9533,-71.3436,287.0,76,75,4.12,CL,1723059750
361,portland,45.5234,-122.6762,301.48,49,0,0.45,US,1723059640
362,nazarabad,35.9521,50.6075,308.6,24,94,1.33,IR,1723059753
363,carmo do paranaiba,-19.0008,-46.3161,297.46,42,6,3.91,BR,1723059754
364,port huron,42.9709,-82.4249,298.63,54,0,6.17,US,1723059756
365,naliya,23.2667,68.8333,300.76,83,100,8.22,IN,1723059757
366,mount pearl,47.5166,-52.7813,294.51,64,100,6.69,CA,1723059516
367,hadibu,12.65,54.0333,299.02,82,36,8.95,YE,1723059760
368,ulsteinvik,62.3432,5.8487,289.65,90,100,0.89,NO,1723059761
369,sergeyevka,53.88,67.4158,290.13,86,98,3.32,KZ,1723059763
370,south hedland,-20.4089,118.5983,289.11,94,54,2.57,AU,1723059764
371,kankaanpaa,61.8,22.4167,289.57,76,90,0.18,FI,1723059765
372,luau,-10.7073,22.2247,294.62,17,63,2.01,AO,1723059767
373,wakkanai,45.4094,141.6739,293.29,97,100,2.12,JP,1723059768
374,narasannapeta,18.4167,84.05,299.39,82,98,2.03,IN,1723059769
375,chinde,26.8212,87.7095,297.47,91,100,1.15,NP,1723059771
376,aasiaat,68.7098,-52.8699,277.7,91,86,4.02,GL,1723059772
377,rusk,31.796,-95.1502,308.45,41,0,0.0,US,1723059774
378,zapolyarnyy,69.4154,30.8136,292.75,46,18,2.65,RU,1723059775
379,sault ste. marie,46.5168,-84.3333,299.05,48,75,3.09,CA,1723059777
380,vadso,70.0744,29.7487,293.64,58,0,4.63,NO,1723059778
381,ylivieska,64.0833,24.55,290.55,66,7,2.39,FI,1723059779
382,chadan,51.2833,91.5833,287.69,58,57,2.32,RU,1723059781
383,broome,42.2506,-75.833,296.16,75,100,3.09,US,1723059782
384,assab,13.0092,42.7394,303.24,78,81,7.83,ER,1723059784
385,stornoway,58.2093,-6.3865,286.13,86,75,7.72,GB,1723059785
386,snina,48.9886,22.151,290.56,73,94,1.45,SK,1723059786
387,smidovich,48.6,133.8167,292.01,98,79,2.67,RU,1723059788
388,moab,38.5733,-109.5498,311.82,20,8,3.64,US,1723059789
389,edd,13.9297,41.6925,303.48,72,69,4.19,ER,1723059791
390,severo-yeniseyskiy,60.3725,93.0408,285.91,98,100,1.01,RU,1723059792
391,margate,51.3813,1.3862,291.43,69,100,6.55,GB,1723059793
392,magadan,59.5667,150.8,284.69,88,11,0.98,RU,1723059567
393,callao,-12.0667,-77.15,291.33,72,100,1.54,PE,1723059796
394,shihezi,44.3,86.0333,298.53,28,99,2.91,CN,1723059797
395,petatlan,17.5167,-101.2667,307.04,51,11,4.83,MX,1723059800
396,muli,2.9167,73.5667,301.57,72,100,4.97,MV,1723059802
397,novyy turtkul',41.55,61.0167,299.1,18,0,2.47,UZ,1723059803
398,berdigestyakh,62.0989,126.6992,279.65,94,2,1.19,RU,1723059804
399,inhambane,-23.865,35.3833,292.72,83,0,2.8,MZ,1723059806
400,namtsy,62.7161,129.6658,280.58,95,4,2.32,RU,1723059807
401,ceerigaabo,10.6162,47.368,293.99,54,11,8.57,SO,1723059808
402,el nido,11.1858,119.3956,298.79,92,54,0.55,PH,1723059810
403,zayed city,24.3768,54.589,308.71,61,0,3.6,AE,1723059811
404,kalmunai,7.4167,81.8167,300.37,85,100,3.73,LK,1723059813
405,nova vicosa,-17.8919,-39.3719,297.12,65,35,3.18,BR,1723059814
406,prado,-17.3411,-39.2208,296.49,69,0,3.11,BR,1723059815
407,vernon,50.2581,-119.2691,302.76,27,2,1.54,CA,1723059817
408,gedo,9.0167,37.45,284.07,93,99,0.68,ET,1723059818
409,pisco,-13.7,-76.2167,293.18,68,100,6.17,PE,1723059819
410,protaras,35.0125,34.0583,304.25,92,0,1.34,CY,1723059821
411,lillehammer,61.1146,10.4674,289.52,96,100,3.55,NO,1723059823
412,vila franca do campo,37.7167,-25.4333,297.38,85,87,3.13,PT,1723059825
413,medina,24.4686,39.6142,308.39,36,0,5.14,SA,1723059826
414,sabang,5.8933,95.3214,302.3,76,100,5.24,ID,1723059827
415,floro,61.5996,5.0328,291.13,63,75,6.69,NO,1723059829
416,foca,38.6703,26.7566,303.06,57,0,8.47,TR,1723059830
417,tynda,55.1667,124.7167,284.78,93,100,1.87,RU,1723059819
418,lebanon,36.2081,-86.2911,303.51,80,100,3.6,US,1723059834
419,goundam,16.4145,-3.6708,312.09,27,70,4.19,ML,1723059836
420,akhtubinsk,48.2795,46.1722,298.37,42,62,2.31,RU,1723059837
421,balsas,-7.5325,-46.0356,308.52,16,4,1.62,BR,1723059839
422,fairfield,41.2668,-73.3162,292.42,82,100,4.12,US,1723059840
423,constantia,44.1833,28.65,292.53,69,2,1.93,RO,1723059841
424,kangal,39.2335,37.3911,293.18,60,0,2.36,TR,1723059843
425,nikolayevsk-on-amure,53.1406,140.73,286.79,93,100,1.53,RU,1723059844
426,chifeng,42.2683,118.9636,294.59,76,3,1.25,CN,1723059845
427,onguday,50.75,86.15,287.76,83,89,1.32,RU,1723059847
428,brookings,44.3114,-96.7984,296.58,72,100,4.63,US,1723059752
429,gurzuf,44.55,34.2833,296.44,60,20,4.33,UA,1723059851
430,san patricio,28.017,-97.5169,309.91,33,0,2.8,US,1723059852
431,turbat,26.0023,63.044,301.16,76,91,3.64,PK,1723059854
432,paphos,34.7667,32.4167,301.03,89,0,2.57,CY,1723059855
433,salamina,37.9643,23.4965,304.14,42,40,1.54,GR,1723059857
434,lethem,3.3803,-59.7968,298.16,87,97,2.12,GY,1723059858
435,totness,5.8833,-56.3167,302.03,76,20,2.26,SR,1723059859
436,kolonia,50.9333,6.95,294.29,78,0,0.51,DE,1723059609
437,olavarria,-36.8927,-60.3225,280.41,87,100,5.77,AR,1723059862
438,samut sakhon,13.5833,100.3,300.14,84,100,1.2,TH,1723059864
439,westport,41.1415,-73.3579,292.71,86,100,4.12,US,1723059865
440,dock junction,31.2025,-81.5168,302.16,81,75,5.66,US,1723059867
441,santiago del torno,-17.9833,-63.3833,300.25,70,38,2.26,BO,1723059868
442,tianpeng,30.9866,103.9393,300.41,88,100,2.29,CN,1723059869
443,sola,-13.8833,167.55,298.5,71,100,11.37,VU,1723059871
444,fendou,46.65,124.8667,293.25,84,17,2.3,CN,1723059872
445,ulanhot,46.0833,122.0833,292.17,70,68,2.22,CN,1723059874
446,portsmouth,50.799,-1.0913,292.16,79,100,4.47,GB,1723059618
447,lerwick,60.1545,-1.1494,285.15,80,26,7.79,GB,1723059876
448,lompoc,34.6391,-120.4579,301.81,60,0,6.69,US,1723059878
449,yallahs,17.8748,-76.5624,307.0,69,100,5.36,JM,1723059880
450,mostaganem,35.9311,0.0892,298.68,85,0,2.31,DZ,1723059882
451,west bay,19.3667,-81.4167,304.19,70,75,3.6,KY,1723059883
452,coahuayana de hidalgo,18.7,-103.6583,306.55,54,100,3.47,MX,1723059885
453,papao,-17.75,-149.55,299.97,79,0,7.68,PF,1723059886
454,handan,36.6006,114.4678,296.14,93,72,1.8,CN,1723059889
455,norak,38.3892,69.3227,298.99,21,0,2.48,TJ,1723059890
456,alpine,32.835,-116.7664,301.3,57,0,4.12,US,1723059892
457,pitimbu,-7.4706,-34.8086,300.48,71,90,6.16,BR,1723059893
458,saint-philippe,-21.3585,55.7679,291.92,76,0,2.13,RE,1723059894
459,faya-largeau,17.9257,19.1043,308.58,36,98,5.85,TD,1723059896
460,puerto cabezas,14.0351,-83.3888,305.13,70,75,11.32,NI,1723059897
461,susangerd,31.5608,48.1831,312.37,10,4,4.65,IR,1723059898
462,essaouira,31.5125,-9.77,293.82,93,0,6.87,MA,1723059900
463,manokwari,-0.8667,134.0833,298.59,78,100,1.39,ID,1723059901
464,dejen,10.1667,38.1333,285.6,88,100,1.83,ET,1723059902
465,alotau,-10.3069,150.4462,296.02,96,100,1.6,PG,1723059904
466,les anglais,18.3054,-74.2197,303.28,67,100,4.81,HT,1723059905
467,alapayevsk,57.8516,61.6963,283.71,91,81,2.4,RU,1723059907
468,nizao,18.25,-70.2,306.19,66,64,5.1,DO,1723059908
469,lucapa,-8.4192,20.7447,296.46,17,24,0.98,AO,1723059909
470,sydney,-33.8679,151.2073,281.28,89,5,4.12,AU,1723059079
471,oskarshamn,57.2645,16.4484,290.36,84,100,2.79,SE,1723059912
472,buncrana,55.1333,-7.45,288.02,86,64,5.36,IE,1723059914
473,geraldton,-28.7667,114.6,286.38,94,40,3.6,AU,1723059915
474,freetown,8.484,-13.2299,299.99,83,75,3.09,SL,1723059916
475,atchison,39.563,-95.1216,302.55,37,0,2.63,US,1723059918
476,revda,56.801,59.9303,285.67,98,94,3.17,RU,1723059919
477,vodnyy,63.5046,53.4095,283.57,70,0,1.5,RU,1723059920
478,hami,42.8,93.45,294.26,60,100,2.26,CN,1723059922
479,peniche,39.3558,-9.3811,293.77,86,1,8.23,PT,1723059923
480,lhuentse,27.6679,91.1839,293.63,97,99,0.89,BT,1723059925
481,wicklow,53.0,-6.4167,287.29,85,75,3.75,IE,1723059927
482,wucheng,29.6008,118.175,297.85,89,31,0.68,CN,1723059929
483,hakha,22.65,93.6167,291.59,99,100,1.57,MM,1723059930
484,susuman,62.7833,148.1667,283.02,80,100,1.05,RU,1723059931
485,taulaga,-11.0553,-171.0883,300.57,74,96,9.01,AS,1723059933
486,maintirano,-18.0667,44.0167,295.96,80,0,1.49,MG,1723059934
487,deqen,29.9618,90.7188,281.57,87,100,1.72,CN,1723059936
488,tuy hoa,13.0833,109.3,298.91,83,46,2.09,VN,1723059937
489,le blanc,46.6667,1.1667,293.37,57,23,2.51,FR,1723059939
490,forster,-32.1667,152.5167,283.36,89,17,2.34,AU,1723059942
491,umm kaddadah,13.6017,26.6876,302.42,57,100,5.31,SD,1723059943
492,sovetskaya gavan',48.9723,140.2878,290.47,100,100,0.79,RU,1723059944
493,shiguai,40.7058,110.2856,292.42,74,1,1.44,CN,1723059946
494,hobyo,5.3505,48.5268,297.56,87,100,10.46,SO,1723059947
495,port saint john's,-31.6229,29.5448,291.8,66,94,2.46,ZA,1723059949
496,tobruk,32.0836,23.9764,299.7,80,0,5.14,LY,1723059950
497,valparaiso,-33.0393,-71.6273,288.28,51,20,5.14,CL,1723059951
498,sternberk,49.7304,17.2989,294.85,69,56,1.52,CZ,1723059953
499,nejo,9.5,35.5,287.73,96,93,0.43,ET,1723059954
500,ust-nera,64.5667,143.2,283.76,94,100,1.64,RU,1723059955
501,idri,27.5,13.2667,307.72,12,3,4.66,LY,1723059957
502,santana,-0.0583,-51.1817,307.25,59,40,2.06,BR,1723059958
503,tabou,4.423,-7.3528,297.31,76,100,4.2,CI,1723059960
504,suoyarvi,62.0833,32.35,286.42,80,36,2.22,RU,1723059961
505,lagunas,-5.2269,-75.6753,303.71,59,99,1.51,PE,1723059962
506,wenchang,30.904,118.4887,299.82,79,5,1.95,CN,1723059964
507,pasuquin,18.3328,120.6177,299.12,100,20,0.0,PH,1723059965
508,bonthe,7.5264,-12.505,298.31,81,100,4.37,SL,1723059967
509,san mariano,7.5,126.0,295.38,93,100,1.38,PH,1723059968
510,ancud,-41.8697,-73.8203,282.14,68,3,0.6,CL,1723059969
511,palmas,-10.2128,-48.3603,309.81,19,0,3.09,BR,1723059971
512,kone,-21.0595,164.8658,291.77,78,100,2.84,NC,1723059973
513,bria,6.5423,21.9863,293.73,96,100,1.37,CF,1723059974
514,roma,43.2128,-75.4557,300.02,52,0,2.57,US,1723059977
515,lewiston orchards,46.3804,-116.9754,304.66,27,0,0.0,US,1723059978
516,prince george,53.9166,-122.753,296.83,47,0,2.57,CA,1723059980
517,manzhouli,49.6,117.4333,287.77,76,0,1.95,CN,1723059981
518,misratah,32.3754,15.0925,301.49,72,0,7.26,LY,1723059982
519,bam,29.106,58.357,307.93,4,1,4.37,IR,1723059984
520,yuzhno-kurilsk,44.0306,145.8556,290.68,100,100,2.8,RU,1723059985
521,bardai,11.65,7.2333,294.96,95,69,2.43,NG,1723059986
522,dila,6.4167,38.3167,290.11,90,89,1.83,ET,1723059988
523,kapa'a,22.0752,-159.319,300.64,71,20,5.66,US,1723059989
524,katsuren-haebaru,26.3369,127.8719,302.16,95,0,2.57,JP,1723059991
525,huarmey,-10.0681,-78.1522,292.83,73,15,5.81,PE,1723059992
526,tindouf,27.6711,-8.1474,316.4,9,40,4.12,DZ,1723059993
527,barki saria,24.1667,85.8833,299.03,93,55,2.11,IN,1723059995
528,klaksvik,62.2266,-6.589,284.66,93,59,4.64,FO,1723059996
529,dubreka,9.7911,-13.5233,300.19,92,91,2.48,GN,1723059997
530,diveyevo,55.0433,43.2418,289.35,87,100,2.08,RU,1723059999
531,nicoya,10.1483,-85.452,297.62,95,100,1.74,CR,1723060000
532,port lincoln,-34.7333,135.8667,286.94,56,100,10.1,AU,1723060002
533,chignahuapan,19.8333,-98.0333,292.37,78,98,2.43,MX,1723060003
534,remire-montjoly,4.9167,-52.2667,303.17,74,100,5.66,GF,1723060004
535,ubinskoye,55.3068,79.6802,288.71,92,0,1.35,RU,1723060006
536,tsiombe,-25.3,45.4833,293.61,75,90,6.45,MG,1723060007
537,barsi,18.2333,75.7,296.73,87,100,5.06,IN,1723060010
538,raahe,64.6833,24.4833,289.2,64,5,3.86,FI,1723060012
539,tobelo,1.7284,128.0095,299.0,82,61,2.71,ID,1723060014
540,cam ranh,11.9214,109.1591,301.13,78,20,2.57,VN,1723060015
541,hounde,11.5,-3.5167,297.41,92,100,2.41,BF,1723060017
542,corner brook,48.9667,-57.9484,295.24,46,17,6.3,CA,1723060018
543,betong,5.7743,101.0723,295.34,99,100,0.96,TH,1723060019
544,at taj,24.2049,23.2857,306.36,19,6,6.87,LY,1723060021
545,howrah,22.5892,88.3103,301.15,94,40,2.06,IN,1723060022
546,al 'amarah,31.8406,47.1396,312.19,10,6,3.45,IQ,1723060023
547,aykhal,66.0,111.5,284.95,61,84,4.37,RU,1723060026
548,daru,-9.0763,143.2092,297.38,85,98,6.65,PG,1723060027
549,tazacorte,28.629,-17.9293,297.69,75,20,6.17,ES,1723060029
550,sisimiut,66.9395,-53.6735,281.14,82,64,5.6,GL,1723060030
551,xuanzhou,30.9525,118.7553,299.73,77,5,1.66,CN,1723060032
552,kukawa,12.9234,13.5606,298.92,80,91,4.49,NG,1723060033
553,galesong,-5.3166,119.3661,296.16,71,96,0.41,ID,1723060034
554,banikoara,11.2985,2.4386,296.6,95,100,1.95,BJ,1723060036
555,fort st. john,56.2499,-120.8529,295.09,56,0,4.63,CA,1723060037
556,kruisfontein,-34.0033,24.7314,284.2,44,2,2.34,ZA,1723060038
557,ayabaca,-4.6398,-79.7149,290.39,53,33,3.31,PE,1723060040
558,thunder bay,48.4001,-89.3168,294.14,64,75,6.17,CA,1723060041
559,exu,-7.5119,-39.7242,302.34,33,12,3.54,BR,1723060043
560,sofifi,0.7349,127.576,298.49,84,99,1.23,ID,1723060044
561,flin flon,54.7682,-101.865,286.06,71,100,4.63,CA,1723060045
562,mar del plata,-38.0023,-57.5575,283.16,97,100,6.17,AR,1723060047
563,dera ghazi khan,30.0561,70.6348,308.5,46,0,6.2,PK,1723060048
564,san lorenzo,-25.3333,-57.5333,291.81,89,100,4.12,PY,1723060050
565,ciudad lazaro cardenas,17.9583,-102.2,304.19,65,28,6.06,MX,1723060051
566,mildura,-34.2,142.15,278.75,85,99,5.32,AU,1723060052
567,las lomitas,-24.7096,-60.593,286.48,82,100,3.67,AR,1723060054
568,pasni,25.2631,63.471,300.72,83,95,3.82,PK,1723060055
569,villamontes,-21.25,-63.5,294.84,64,75,5.14,BO,1723060057
570,n'zeto,-7.2312,12.8666,294.37,84,22,3.5,AO,1723060058
571,rawah,34.4816,41.9093,308.18,18,0,4.84,IQ,1723060059
572,lycksele,64.5954,18.6735,290.08,67,96,2.06,SE,1723060061
573,soroti,1.7146,33.6111,294.75,71,75,2.26,UG,1723060062
574,ostroleka,53.0862,21.5757,291.29,67,2,3.24,PL,1723060064
575,tarauaca,-8.1614,-70.7656,307.05,38,63,2.12,BR,1723060065
576,markala,13.7021,-6.0659,304.02,60,100,4.09,ML,1723060066
